Row,Brand,Model,Recorded Dimensions,Verdict,Finding,Recommended Value,Cut Sheet Status,Recommended Source,Current URL
205,IceAir,5RS1613,"37.5"" W (41.5 w/ hydronic) x 16"" H x 20.375"" D (sleeve)",UNSOURCED,"Recorded values are the ISLANDAIRE EZ16 sleeve-cabinet dims (verified in the Islandaire 16 cut sheet), not Ice Air data; the cited Ice Air RS16 product sheet contains no dimensions. Dimensionally plausible (both replace the same Type-16 opening). Also: the 41.5"" hydronic sleeve is 20.875"" deep, not 20.375"".","Split short 37.5x16x20.375 / hydronic 41.5x16x20.875, or obtain Ice Air RS16 drawing",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-product-sheet.pdf
206,IceAir,8RS1609,"37.5"" W (41.5 w/ hydronic) x 16"" H x 20.375"" D (sleeve)",UNSOURCED,"Recorded values are the ISLANDAIRE EZ16 sleeve-cabinet dims (verified in the Islandaire 16 cut sheet), not Ice Air data; the cited Ice Air RS16 product sheet contains no dimensions. Dimensionally plausible (both replace the same Type-16 opening). Also: the 41.5"" hydronic sleeve is 20.875"" deep, not 20.375"".","Split short 37.5x16x20.375 / hydronic 41.5x16x20.875, or obtain Ice Air RS16 drawing",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-product-sheet.pdf
207,IceAir,8RS1613,"37.5"" W (41.5 w/ hydronic) x 16"" H x 20.375"" D (sleeve)",UNSOURCED,"Recorded values are the ISLANDAIRE EZ16 sleeve-cabinet dims (verified in the Islandaire 16 cut sheet), not Ice Air data; the cited Ice Air RS16 product sheet contains no dimensions. Dimensionally plausible (both replace the same Type-16 opening). Also: the 41.5"" hydronic sleeve is 20.875"" deep, not 20.375"".","Split short 37.5x16x20.375 / hydronic 41.5x16x20.875, or obtain Ice Air RS16 drawing",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-product-sheet.pdf
208,IceAir,8RS1616,"37.5"" W (41.5 w/ hydronic) x 16"" H x 20.375"" D (sleeve)",UNSOURCED,"Recorded values are the ISLANDAIRE EZ16 sleeve-cabinet dims (verified in the Islandaire 16 cut sheet), not Ice Air data; the cited Ice Air RS16 product sheet contains no dimensions. Dimensionally plausible (both replace the same Type-16 opening). Also: the 41.5"" hydronic sleeve is 20.875"" deep, not 20.375"".","Split short 37.5x16x20.375 / hydronic 41.5x16x20.875, or obtain Ice Air RS16 drawing",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-product-sheet.pdf
209,IceAir,8RS1618-A-DUAL,"37.5"" W (41.5 w/ hydronic) x 16"" H x 20.375"" D (sleeve)",UNSOURCED,"Recorded values are the ISLANDAIRE EZ16 sleeve-cabinet dims (verified in the Islandaire 16 cut sheet), not Ice Air data; the cited Ice Air RS16 product sheet contains no dimensions. Dimensionally plausible (both replace the same Type-16 opening). Also: the 41.5"" hydronic sleeve is 20.875"" deep, not 20.375"".","Split short 37.5x16x20.375 / hydronic 41.5x16x20.875, or obtain Ice Air RS16 drawing",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-product-sheet.pdf
210,IceAir,8RS1618,"37.5"" W (41.5 w/ hydronic) x 16"" H x 20.375"" D (sleeve)",UNSOURCED,"Recorded values are the ISLANDAIRE EZ16 sleeve-cabinet dims (verified in the Islandaire 16 cut sheet), not Ice Air data; the cited Ice Air RS16 product sheet contains no dimensions. Dimensionally plausible (both replace the same Type-16 opening). Also: the 41.5"" hydronic sleeve is 20.875"" deep, not 20.375"".","Split short 37.5x16x20.375 / hydronic 41.5x16x20.875, or obtain Ice Air RS16 drawing",cited product sheet has NO dims,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-submittal.pdf,https://www.ice-air.com/wp-content/uploads/ice-air-ptac-rs16-product-sheet.pdf
211,IceAir,5CHPW09,"46"" W x 25.25"" H x 11"" D",OK,"Verified against CHPW submittal A/B/C/D/E table: A=46"" (CHPW09/13) and 54"" (CHPW16/19); height 25-1/4"" and depth 11"" per the front/side views. Widths correctly differentiated.",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf
212,IceAir,5CHPW13,"46"" W x 25.25"" H x 11"" D",OK,"Verified against CHPW submittal A/B/C/D/E table: A=46"" (CHPW09/13) and 54"" (CHPW16/19); height 25-1/4"" and depth 11"" per the front/side views. Widths correctly differentiated.",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf
213,IceAir,8CHPW09,"46"" W x 25.25"" H x 11"" D",OK,"Verified against CHPW submittal A/B/C/D/E table: A=46"" (CHPW09/13) and 54"" (CHPW16/19); height 25-1/4"" and depth 11"" per the front/side views. Widths correctly differentiated.",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf
214,IceAir,8HPW09,"46"" W x 25.25"" H x 11"" D",OK,"Verified against CHPW submittal A/B/C/D/E table: A=46"" (CHPW09/13) and 54"" (CHPW16/19); height 25-1/4"" and depth 11"" per the front/side views. Widths correctly differentiated.",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf
215,IceAir,8CHPW13,"46"" W x 25.25"" H x 11"" D",OK,"Verified against CHPW submittal A/B/C/D/E table: A=46"" (CHPW09/13) and 54"" (CHPW16/19); height 25-1/4"" and depth 11"" per the front/side views. Widths correctly differentiated.",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf
216,IceAir,8CHPW16,"54"" W x 25.25"" H x 11"" D",OK,"Verified against CHPW submittal A/B/C/D/E table: A=46"" (CHPW09/13) and 54"" (CHPW16/19); height 25-1/4"" and depth 11"" per the front/side views. Widths correctly differentiated.",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf
217,IceAir,8CHPW19,"54"" W x 25.25"" H x 11"" D",OK,"Verified against CHPW submittal A/B/C/D/E table: A=46"" (CHPW09/13) and 54"" (CHPW16/19); height 25-1/4"" and depth 11"" per the front/side views. Widths correctly differentiated.",,ok,,https://www.ice-air.com/wp-content/uploads/ice-air-wshp-chpw-submittal.pdf
218,GE,AZHS15DRXXA,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
219,GE,AZ65H15DAB,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
220,GE,AJCM12DCH,"26"" W x 15 5/8"" H x 21 13/16"" D",OK,AJCM12DCH is a built-in room AC (not a Zoneline); its own GE product page is cited and the values check out.,,ok,,https://www.geappliances.com/appliance/GE-230-208-Volt-Built-In-Cool-Only-Room-Air-Conditioner-AJCM12DCH
221,GE,AZ65H12DAD,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified: GE lists Zoneline as 16 H x 42 W x 20.8125 D (unit/chassis depth; the RAB71B wall sleeve is only 13-3/4"" deep).",,ok,,https://content.abt.com/documents/72881/AZ65H12DAD_specs.pdf
222,GE,AZ65H15DBM,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
223,GE,AZ65H09DBM,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
224,GE,AZ65H12DBM,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
225,GE,AZHS15DCXWA,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
226,GE,AZHS07DCXXA,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
227,GE,AZES09DCXXA,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
228,GE,AZHS09DCXXA,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
229,GE,AZ65H09DAB,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified: GE lists Zoneline as 16 H x 42 W x 20.8125 D (unit/chassis depth; the RAB71B wall sleeve is only 13-3/4"" deep).",,ok,,https://www.geappliances.com/appliance/GE-Zoneline-Heat-Pump-Unit-230-208-Volt-AZ65H12DAB
230,GE,AZ65H12DAB,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified: GE lists Zoneline as 16 H x 42 W x 20.8125 D (unit/chassis depth; the RAB71B wall sleeve is only 13-3/4"" deep).",,ok,,https://www.geappliances.com/appliance/GE-Zoneline-Heat-Pump-Unit-230-208-Volt-AZ65H12DAB
231,GE,AZHS12DCXXA,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified: GE lists Zoneline as 16 H x 42 W x 20.8125 D (unit/chassis depth; the RAB71B wall sleeve is only 13-3/4"" deep).",,ok,,https://www.geappliances.com/appliance/GE-Zoneline-Heat-Pump-Fixed-Speed-Unit-with-Corrosion-Protection-12-000-BTU-230-208-Volt-AZHS12DCXXA
232,GE,AZ65H15DAC,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
233,GE,AZVS15DMXWA,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
234,GE,AZHS15DCXXA,"42"" W x 16"" H x 20.8125"" D",OK,"Dimensions verified correct (16 H x 42 W x 20.8125 D per GE), but the cited URL 404s.",,404,https://www.geappliances.com/ge/zoneline/literature.htm or the GE Zoneline PTAC Engineering Manual (GEA191051),https://www.geappliances.com/ge/zoneline/products.htm
235,Friedrich,USC,"25 7/8"" W x 15 1/2"" H x 16 3/4"" D",OK,"Matches Uni-Fit submittal ""USC Sleeve"" row: H 15-1/2"" x W 25-7/8"" x Max Depth 16-3/4"". USC is itself a sleeve product, so the value is appropriate.",,BAD - landing page not submittal,https://www.friedrich.com/hubfs/2024%20Literature%20PDFs/Submittal/SUBM_UNIFIT_REV%202.16.2024.pdf,https://www.friedrich.com/professional/products/uni-fit
236,Friedrich,Wallmaster Wall Sleeve - WSE,"27"" W x 16 3/4"" H x 16 3/4"" D",OK,"Matches Wallmaster submittal ""WSE Sleeve"": H 16-3/4"" x W 27"" x D 16-3/4"".",,ok,,https://www.friedrich.com/hubfs/2023 Literature PDFs/Submittals/Thru-the-wall_Wallmaster_Submittal_2023.pdf
237,Friedrich,CCW08B10C,"18 1/2"" W x 13 1/2"" H x 19 3/4"" D",OK,Matches Chill Premier submittal unit Height/Width/Depth columns (verified against the rendered table headers).,,ok,,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/Chill%20Premier_Submittal%20_2025.pdf
238,Friedrich,CCW10B10B,"19 3/4"" W x 15 1/8"" H x 24"" D",OK,Matches Chill Premier submittal unit Height/Width/Depth columns (verified against the rendered table headers).,,ok,,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/Chill%20Premier_Submittal%20_2025.pdf
239,Friedrich,CCW12B10B,"19 3/4"" W x 15 1/8"" H x 24 1/2"" D",WRONG,"Chill Premier lists CCW12B10B in the same row as CCW10B10B: H 15-1/8"" x W 19-3/4"" x D 24"". Recorded depth 24-1/2"" is not in the document.","19 3/4"" W x 15 1/8"" H x 24"" D",ok,,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/Chill%20Premier_Submittal%20_2025.pdf
240,Friedrich,CCW15B10B,"23 5/8"" W x 17 7/8"" H x 25 3/8"" D",OK,Matches Chill Premier submittal unit Height/Width/Depth columns (verified against the rendered table headers).,,ok,,https://www.friedrich.com/hubfs/2025%20Literature%20PDFs/2025%20Submittals/Chill%20Premier_Submittal%20_2025.pdf
241,Friedrich,CCV08A10A,"20.62"" W x 13.37"" H x 19.25"" D",OK,Matches Chill Inverter CCV08A10A/CCV10A10A row (H 13-3/8 x W 20-5/8 x D 19-1/4) but decimals are truncated.,"Normalise to 20.625"" W x 13.375"" H x 19.25"" D (row 242 already uses the exact values)",ok,,https://www.friedrich.com/hubfs/2026 Literature PDFs/2026 Brochures/BR_CHILL INVERTER_REV 02-14-25.pdf
242,Friedrich,CCV10A10A,"20.625"" W x 13.375"" H x 19.25"" D",OK,Matches Chill Inverter CCV row exactly (20.625 x 13.375 x 19.25).,,ok,,https://www.friedrich.com/hubfs/2026 Literature PDFs/2026 Brochures/BR_CHILL INVERTER_REV 02-14-25.pdf
243,Friedrich,UCT08B10A,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",OK,"Matches Uni-Fit submittal ""UCT, UET Chassis"" row: H 14-1/2"" x W 24-1/4"" x D 20-5/16"". Correct chassis dims.",,ok,,https://www.friedrich.com/hubfs/2024 Literature PDFs/Submittal/SUBM_UNIFIT_REV 2.16.2024.pdf
244,Friedrich,UCT10B10A,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",OK,"Matches Uni-Fit submittal ""UCT, UET Chassis"" row: H 14-1/2"" x W 24-1/4"" x D 20-5/16"". Correct chassis dims.",,ok,,https://www.friedrich.com/hubfs/2024 Literature PDFs/Submittal/SUBM_UNIFIT_REV 2.16.2024.pdf
245,Friedrich,UCT12B10A,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",OK,"Matches Uni-Fit submittal ""UCT, UET Chassis"" row: H 14-1/2"" x W 24-1/4"" x D 20-5/16"". Correct chassis dims.",,ok,,https://www.friedrich.com/hubfs/2024 Literature PDFs/Submittal/SUBM_UNIFIT_REV 2.16.2024.pdf
246,Friedrich,UCT10B30A,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",OK,"Matches Uni-Fit submittal ""UCT, UET Chassis"" row: H 14-1/2"" x W 24-1/4"" x D 20-5/16"". Correct chassis dims.",,ok,,https://www.friedrich.com/hubfs/2024 Literature PDFs/Submittal/SUBM_UNIFIT_REV 2.16.2024.pdf
247,Friedrich,UCT12B30A,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",OK,"Matches Uni-Fit submittal ""UCT, UET Chassis"" row: H 14-1/2"" x W 24-1/4"" x D 20-5/16"". Correct chassis dims.",,ok,,https://www.friedrich.com/hubfs/2024 Literature PDFs/Submittal/SUBM_UNIFIT_REV 2.16.2024.pdf
248,Friedrich,UCT14B30A,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",OK,"Matches Uni-Fit submittal ""UCT, UET Chassis"" row: H 14-1/2"" x W 24-1/4"" x D 20-5/16"". Correct chassis dims.",,ok,,https://www.friedrich.com/hubfs/2024 Literature PDFs/Submittal/SUBM_UNIFIT_REV 2.16.2024.pdf
249,Friedrich,KCVL28B30A,"28"" W x 20 3/16"" H x 35 1/2"" D (sleeve)",OK,"Matches Kuhl submittal sleeve table row L: 20-3/16"" x 28"" x 35-1/2""; model->sleeve mapping (L) confirmed in the performance table.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
250,Friedrich,KCVL36B30A,"28"" W x 20 3/16"" H x 35 1/2"" D (sleeve)",OK,"Matches Kuhl submittal sleeve table row L: 20-3/16"" x 28"" x 35-1/2""; model->sleeve mapping (L) confirmed in the performance table.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
251,Friedrich,KCVM14B10A,"25 15/16"" W x 17 15/16"" H x 29"" D (sleeve)",OK,"Matches Kuhl sleeve table row M: 17-15/16"" x 25-15/16"" x 29""; model->sleeve mapping (M) confirmed.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
252,Friedrich,KCVM18B30A,"25 15/16"" W x 17 15/16"" H x 29"" D (sleeve)",OK,"Matches Kuhl sleeve table row M: 17-15/16"" x 25-15/16"" x 29""; model->sleeve mapping (M) confirmed.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
253,Friedrich,KCVM24B30A,"25 15/16"" W x 17 15/16"" H x 29"" D (sleeve)",OK,"Matches Kuhl sleeve table row M: 17-15/16"" x 25-15/16"" x 29""; model->sleeve mapping (M) confirmed.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
254,Friedrich,KCVQ08B10A,"19 3/4"" W x 14 1/4"" H x 21 3/8"" D (sleeve)",OK,"Matches Kuhl sleeve table row Q: 14-1/4"" x 19-3/4"" x 21-3/8""; mapping (Q) confirmed.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
255,Friedrich,KCVS08B10A,"25 15/16"" W x 15 15/16"" H x 29"" D (sleeve)",OK,"Matches Kuhl sleeve table row S: 15-15/16"" x 25-15/16"" x 29""; mapping (S) confirmed.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
256,Friedrich,KCVS12B10A,"25 15/16"" W x 15 15/16"" H x 29"" D (sleeve)",OK,"Matches Kuhl sleeve table row S: 15-15/16"" x 25-15/16"" x 29""; mapping (S) confirmed.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
257,Friedrich,KCVS12B30A,"25 15/16"" W x 15 15/16"" H x 29"" D (sleeve)",OK,"Matches Kuhl sleeve table row S: 15-15/16"" x 25-15/16"" x 29""; mapping (S) confirmed.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
258,Friedrich,KCVS16B30A,"25 15/16"" W x 15 15/16"" H x 29"" D (sleeve)",OK,"Matches Kuhl sleeve table row S: 15-15/16"" x 25-15/16"" x 29""; mapping (S) confirmed.",,ok,,https://www.friedrich.com/hubfs/2025 Literature PDFs/2025 Submittals/KÜHL SUBMITTAL_2025.pdf
259,Friedrich,UET14B33A,"24 1/4"" W x 14 1/2"" H x 20 5/16"" D",OK,"Matches Uni-Fit submittal ""UCT, UET Chassis"" row: H 14-1/2"" x W 24-1/4"" x D 20-5/16"". Correct chassis dims.",,ok,,https://www.friedrich.com/hubfs/2024 Literature PDFs/Submittal/SUBM_UNIFIT_REV 2.16.2024.pdf
260,Friedrich,WCVT10B10A,"27"" W x 16 3/4"" H x 16 3/4"" D (sleeve)",MISLABELED,"These are Wallmaster CHASSIS models given the WSE SLEEVE dimensions. The submittal states chassis = H 15-3/4"" x W 26-1/2"" x D 16-1/4"" (23-1/4"" with front).","26.5"" W x 15.75"" H x 16.25"" D (chassis)",ok,,https://www.friedrich.com/hubfs/2023 Literature PDFs/Submittals/Thru-the-wall_Wallmaster_Submittal_2023.pdf
261,Friedrich,WCVT12B10A,"27"" W x 16 3/4"" H x 16 3/4"" D (sleeve)",MISLABELED,"These are Wallmaster CHASSIS models given the WSE SLEEVE dimensions. The submittal states chassis = H 15-3/4"" x W 26-1/2"" x D 16-1/4"" (23-1/4"" with front).","26.5"" W x 15.75"" H x 16.25"" D (chassis)",ok,,https://www.friedrich.com/hubfs/2023 Literature PDFs/Submittals/Thru-the-wall_Wallmaster_Submittal_2023.pdf
262,Friedrich,WHVT14B33A,"27"" W x 16 3/4"" H x 16 3/4"" D (sleeve)",MISLABELED,"These are Wallmaster CHASSIS models given the WSE SLEEVE dimensions. The submittal states chassis = H 15-3/4"" x W 26-1/2"" x D 16-1/4"" (23-1/4"" with front).","26.5"" W x 15.75"" H x 16.25"" D (chassis)",ok,,https://www.friedrich.com/hubfs/2023 Literature PDFs/Submittals/Thru-the-wall_Wallmaster_Submittal_2023.pdf
